customer_id,data_known,gender,age,tariff,dropped_calls,handset,peak_mins,peak_rate,bill_peak,offpeak_mins,offpeak_rate,bill_offpeak,gadget_A,gadget_B,gadget_C,gadget_D,gadget_A_revenues,gadget_B_revenues,gadget_C_revenues,gadget_D_revenues
N336970,yes,Female,52,CAT 100,6,WC95,444.6,15,66.69,148.199999,5,7.40999995,F,F,F,F,0,0,0,0
N320130,yes,Female,24,CAT 200,1,WC95,918.600001,10,91.8600001,66.9,5,3.345,F,F,F,F,0,0,0,0
N388390,yes,Male,12,Play 300,2,S80,321.599999,25,80.39999975,445.499999,2,8.90999998,F,F,F,F,0,0,0,0
N314140,yes,Female,14,CAT 200,1,WC95,825,10,82.5,358.500001,5,17.92500005,T,T,T,F,8,20,34,0
N325100,yes,Male,23,CAT 200,2,S50,1107,10,110.7,52.500001,5,2.62500005,F,F,F,F,0,0,0,0
N324820,yes,Female,13,CAT 200,1,WC95,1620.6,10,162.06,123.300001,5,6.16500005,F,T,T,F,0,24,26,0
N174060,yes,Female,20,CAT 200,1,ASAD90,787.2,10,78.72,492.600001,5,24.63000005,T,F,T,T,8,0,33,43
N153660,yes,Male,36,CAT 200,9,S80,1147.200001,10,114.7200001,192,5,9.6,T,T,T,T,8,19,30,38
N309500,yes,Female,21,CAT 200,0,CAS30,1464,10,146.4,28.8,5,1.44,F,F,T,F,0,0,31,0
N355950,yes,Male,23,CAT 200,1,BS110,1047,10,104.7,320.100001,5,16.00500005,T,T,F,T,10,23,0,40
N394470,yes,Male,26,Play 300,8,S80,266.399999,25,66.59999975,546.600001,2,10.93200002,F,F,F,F,0,0,0,0
N251810,yes,Male,23,CAT 200,0,BS110,971.4,10,97.14,389.700001,5,19.48500005,F,F,F,F,0,0,0,0
N334970,yes,Female,56,CAT 50,0,WC95,287.4,15,43.11,92.7,5,4.635,F,F,F,F,0,0,0,0
N295180,yes,Female,44,CAT 100,3,WC95,633,15,94.95,68.7,5,3.435,F,F,F,F,0,0,0,0
N374600,yes,Female,22,CAT 50,2,BS110,179.400001,15,26.91000015,69.9,5,3.495,F,F,F,F,0,0,0,0
N289000,yes,Male,41,CAT 100,10,BS110,382.8,15,57.42,169.2,5,8.46,F,F,F,F,0,0,0,0
N238140,yes,Male,37,CAT 200,2,BS110,1231.200001,10,123.1200001,374.1,5,18.705,F,T,T,F,0,22,30,0
N360610,yes,Male,37,CAT 200,1,BS110,1407.6,10,140.76,105,5,5.25,F,F,F,F,0,0,0,0
N133080,yes,Male,29,CAT 200,0,S50,1093.2,10,109.32,383.699999,5,19.18499995,T,T,T,F,10,17,29,0
N123450,yes,Male,44,CAT 200,2,S50,851.4,10,85.14,358.8,5,17.94,F,F,F,F,0,0,0,0
N246710,yes,Female,24,CAT 200,2,BS110,826.2,10,82.62,246.6,5,12.33,F,F,F,F,0,0,0,0
N272070,yes,Female,34,Play 100,2,BS210,354.6,25,88.65,277.5,5,13.875,F,T,T,T,0,16,27,39
N331670,yes,Male,68,CAT 50,11,S50,210.600001,15,31.59000015,73.500001,5,3.67500005,F,T,F,F,0,18,0,0
N411810,yes,Male,24,Play 100,13,SOP20,207,25,51.75,396.9,5,19.845,F,T,T,F,0,18,29,0
N256120,yes,Female,30,CAT 100,2,BS210,726,15,108.9,246.299999,5,12.31499995,T,T,T,F,10,22,31,0
N277710,yes,Male,44,Play 300,0,BS210,118.800001,25,29.70000025,746.700001,2,14.93400002,F,F,F,F,0,0,0,0
N326660,yes,Female,26,CAT 200,1,BS110,960,10,96,148.500001,5,7.42500005,T,F,F,F,8,0,0,0
N363190,yes,Female,36,CAT 200,2,WC95,853.2,10,85.32,143.099999,5,7.15499995,T,F,F,F,11,0,0,0
N121330,yes,Female,38,CAT 200,10,ASAD90,1111.8,10,111.18,291,5,14.55,T,F,T,T,8,0,32,39
N316780,yes,Male,29,CAT 200,0,BS110,1044.6,10,104.46,180.9,5,9.045,F,F,F,F,0,0,0,0
N143550,yes,Female,41,CAT 200,0,ASAD90,1645.8,10,164.58,138.9,5,6.945,F,T,T,T,0,19,30,35
N242640,yes,Female,12,Play 300,1,BS110,378.6,25,94.65,376.499999,2,7.52999998,T,T,T,T,14,20,29,40
N131440,yes,Female,53,CAT 200,2,ASAD170,1861.8,10,186.18,437.699999,5,21.88499995,F,F,F,F,0,0,0,0
N231800,yes,Male,35,Play 100,0,BS110,149.4,25,37.35,99,5,4.95,T,T,T,F,12,20,30,0
N374580,yes,Female,34,CAT 50,0,CAS30,176.400001,15,26.46000015,43.5,5,2.175,F,F,F,F,0,0,0,0
N263240,yes,Male,21,Play 100,3,BS210,112.800002,25,28.2000005,305.7,5,15.285,T,F,F,F,7,0,0,0
N365530,yes,Male,12,CAT 200,2,S50,1645.2,10,164.52,336.299999,5,16.81499995,F,F,F,F,0,0,0,0
N107830,yes,Female,31,CAT 100,2,S50,454.2,15,68.13,141.3,5,7.065,T,T,F,T,10,17,0,35
N105850,yes,Female,33,CAT 100,1,ASAD170,357,15,53.55,152.4,5,7.62,T,T,T,T,8,15,28,37
N137700,yes,Male,28,CAT 200,2,ASAD90,618,10,61.8,536.1,5,26.805,F,F,F,F,0,0,0,0
N116240,yes,Female,33,CAT 200,5,ASAD170,1205.399999,10,120.5399999,856.5,5,42.825,T,T,T,F,7,23,28,0
N112520,yes,Female,44,CAT 200,0,S50,1182.6,10,118.26,526.8,5,26.34,T,F,T,T,7,0,29,38
N160650,yes,Female,42,Play 300,2,S50,352.200001,25,88.05000025,882.9,2,17.658,T,T,T,F,9,20,27,0
N269130,yes,Male,33,Play 100,0,BS210,92.400001,25,23.10000025,410.699999,5,20.53499995,F,F,F,F,0,0,0,0
N182200,yes,Female,15,CAT 200,1,ASAD90,596.4,10,59.64,302.100001,5,15.10500005,T,F,T,F,9,0,27,0
N135430,yes,Male,35,CAT 200,2,S50,1069.8,10,106.98,785.7,5,39.285,F,T,F,T,0,18,0,37
N146600,yes,Female,53,CAT 200,5,S50,1107.599999,10,110.7599999,630.900001,5,31.54500005,T,T,F,T,10,26,0,44
N394170,yes,Male,34,Play 300,0,CAS60,448.200001,25,112.0500003,624.6,2,12.492,F,F,F,F,0,0,0,0
N394900,yes,Male,38,Play 300,0,ASAD90,316.8,25,79.2,471.3,2,9.426,F,F,F,F,0,0,0,0
N362690,yes,Male,37,CAT 200,0,CAS30,804,10,80.4,280.2,5,14.01,F,F,F,F,0,0,0,0
N400910,yes,Female,26,CAT 100,12,SOP10,492,15,73.8,175.8,5,8.79,F,F,F,F,0,0,0,0
N377010,yes,Female,48,Play 100,41,CAS60,256.2,25,64.05,266.1,5,13.305,F,F,F,F,0,0,0,0
N397640,yes,Female,39,CAT 100,15,SOP20,320.4,15,48.06,118.8,5,5.94,F,T,T,F,0,17,29,0
N103870,yes,Female,29,CAT 100,9,ASAD90,784.200001,15,117.6300002,21,5,1.05,T,T,F,T,11,22,0,39
N279970,yes,Female,31,Play 300,5,BS210,441,25,110.25,459,2,9.18,F,F,F,F,0,0,0,0
N130310,yes,Male,70,CAT 200,2,ASAD90,1468.2,10,146.82,384.3,5,19.215,F,T,T,T,0,23,32,38
N391200,yes,Male,12,Play 300,0,S80,391.200001,25,97.80000025,384.299999,2,7.68599998,F,F,F,F,0,0,0,0
N181050,yes,Male,17,CAT 200,0,ASAD170,898.8,10,89.88,276.6,5,13.83,F,F,F,F,0,0,0,0
N349910,yes,Female,28,CAT 100,3,WC95,376.199999,15,56.42999985,90,5,4.5,F,F,F,F,0,0,0,0
N337090,yes,Male,42,CAT 100,5,S50,715.8,15,107.37,94.500001,5,4.72500005,F,F,F,F,0,0,0,0
N368150,yes,Female,27,CAT 200,1,WC95,1071.599999,10,107.1599999,414.599999,5,20.72999995,F,F,F,F,0,0,0,0
N364010,yes,Male,35,CAT 200,0,S50,796.2,10,79.62,239.7,5,11.985,F,F,F,F,0,0,0,0
N168070,yes,Male,23,CAT 100,2,ASAD90,423,15,63.45,247.5,5,12.375,F,F,F,F,0,0,0,0
N325190,yes,Male,12,CAT 200,0,BS110,691.8,10,69.18,441.9,5,22.095,F,F,F,F,0,0,0,0
N417550,yes,Female,56,Play 300,13,SOP20,511.800001,25,127.9500003,467.699999,2,9.35399998,F,T,F,T,0,22,0,42
N231090,yes,Female,51,Play 100,0,S50,66,25,16.5,134.700001,5,6.73500005,T,F,F,T,11,0,0,32
N176750,yes,Female,20,CAT 200,2,ASAD90,912.6,10,91.26,494.7,5,24.735,T,T,T,T,8,18,27,36
N231310,yes,Female,29,Play 100,2,S50,61.2,25,15.3,109.8,5,5.49,F,F,F,F,0,0,0,0
N304490,yes,Male,25,CAT 200,0,BS110,1343.399999,10,134.3399999,36,5,1.8,F,F,F,F,0,0,0,0
N220560,yes,Male,34,Play 100,2,BS110,213,25,53.25,136.500001,5,6.82500005,F,T,T,T,0,22,36,41
N169990,yes,Male,15,CAT 100,7,S50,585.6,15,87.84,269.7,5,13.485,F,T,F,T,0,19,0,41
N282470,yes,Male,35,CAT 100,1,S50,343.8,15,51.57,200.4,5,10.02,T,F,T,T,11,0,28,36
N117630,yes,Male,50,CAT 200,2,S80,1129.2,10,112.92,428.1,5,21.405,T,F,F,F,8,0,0,0
N350850,yes,Female,16,CAT 100,2,WC95,466.799999,15,70.01999985,217.200001,5,10.86000005,T,F,F,F,9,0,0,0
N361280,yes,Female,40,CAT 200,0,WC95,1261.200001,10,126.1200001,542.399999,5,27.11999995,F,F,F,F,0,0,0,0
N360700,yes,Male,20,CAT 200,0,S50,1103.4,10,110.34,492,5,24.6,F,T,T,T,0,17,33,41
N156280,yes,Female,26,Play 100,7,ASAD170,317.399999,25,79.34999975,361.800001,5,18.09000005,T,T,T,F,5,18,31,0
N118260,yes,Female,35,CAT 200,2,ASAD90,919.2,10,91.92,414.300001,5,20.71500005,T,T,F,T,9,19,0,39
N238430,yes,Male,25,CAT 50,2,S50,198,15,29.7,100.5,5,5.025,F,F,F,F,0,0,0,0
N392040,yes,Male,18,Play 300,1,CAS60,529.2,25,132.3,563.4,2,11.268,F,F,F,F,0,0,0,0
N301880,yes,Female,41,CAT 100,1,CAS30,499.8,15,74.97,269.4,5,13.47,T,F,F,F,11,0,0,0
N278660,yes,Female,40,Play 300,1,S80,335.4,25,83.85,481.5,2,9.63,F,F,F,F,0,0,0,0
N277210,yes,Male,33,Play 300,2,BS210,320.399999,25,80.09999975,355.5,2,7.11,F,T,T,F,0,23,30,0
N400140,yes,Female,36,CAT 100,15,SOP10,618.599999,15,92.78999985,277.2,5,13.86,T,T,F,F,8,23,0,0
N237940,yes,Male,19,CAT 200,2,BS110,798,10,79.8,418.8,5,20.94,T,T,F,T,7,24,0,41
N193260,yes,Male,19,CAT 200,2,S50,1194,10,119.4,484.199999,5,24.20999995,F,T,T,T,0,20,32,44
N333740,yes,Female,28,CAT 50,0,CAS30,249,15,37.35,142.199999,5,7.10999995,F,F,F,F,0,0,0,0
N308340,yes,Female,30,CAT 200,9,WC95,1169.399999,10,116.9399999,53.399999,5,2.66999995,F,T,T,T,0,22,31,42
N125130,yes,Female,35,CAT 200,8,ASAD170,1543.2,10,154.32,156.9,5,7.845,F,T,F,F,0,23,0,0
N107180,yes,Female,40,CAT 100,0,ASAD90,536.4,15,80.46,406.200001,5,20.31000005,F,F,F,F,0,0,0,0
N412050,yes,Male,12,Play 100,13,SOP20,56.4,25,14.1,122.700001,5,6.13500005,T,T,F,F,8,19,0,0
N380790,yes,Male,45,Play 100,2,ASAD90,85.199999,25,21.29999975,545.7,5,27.285,F,F,F,F,0,0,0,0
N380410,yes,Male,33,Play 100,39,CAS60,57.6,25,14.4,355.500001,5,17.77500005,F,F,F,F,0,0,0,0
N333240,yes,Male,28,CAT 50,1,CAS30,167.400001,15,25.11000015,69.900001,5,3.49500005,F,F,F,F,0,0,0,0
N107490,yes,Male,36,CAT 100,11,S80,420.6,15,63.09,312,5,15.6,F,T,T,F,0,20,26,0
N211890,yes,Female,24,CAT 50,0,CAS30,62.399999,15,9.35999985,23.700001,5,1.18500005,F,F,F,F,0,0,0,0
N320450,yes,Male,42,CAT 200,2,S50,762.599999,10,76.2599999,232.8,5,11.64,F,F,T,F,0,0,29,0
N118430,yes,Male,34,CAT 200,0,ASAD170,1402.8,10,140.28,458.4,5,22.92,T,T,T,T,10,22,31,39
N295190,yes,Male,35,CAT 100,5,CAS30,617.4,15,92.61,274.8,5,13.74,F,T,T,T,0,20,32,39
N150930,yes,Male,32,CAT 200,2,S50,1146.599999,10,114.6599999,238.2,5,11.91,T,T,T,T,9,18,31,37
N113170,yes,Male,35,CAT 200,2,ASAD170,555.6,10,55.56,464.700001,5,23.23500005,T,T,T,T,10,20,30,39
N219470,yes,Female,30,Play 100,10,BS110,60,25,15,171,5,8.55,F,F,F,F,0,0,0,0
N406240,yes,Female,35,CAT 200,12,SOP20,1660.2,10,166.02,357.9,5,17.895,T,T,T,T,15,21,31,42
N274140,yes,Female,21,Play 300,1,S80,361.8,25,90.45,623.399999,2,12.46799998,T,F,T,T,11,0,32,37
N177590,yes,Female,14,CAT 200,0,ASAD90,1140.600001,10,114.0600001,116.100001,5,5.80500005,F,F,F,F,0,0,0,0
N224380,yes,Female,20,Play 100,1,S50,52.2,25,13.05,89.4,5,4.47,T,T,T,T,5,18,31,37
N373850,yes,Female,25,CAT 50,8,BS110,160.799999,15,24.11999985,42.6,5,2.13,T,T,T,F,9,19,29,0
N231680,yes,Female,45,Play 100,1,S50,87.599999,25,21.89999975,211.199999,5,10.55999995,T,T,T,F,10,21,29,0
N227160,yes,Male,24,Play 100,1,BS110,80.399999,25,20.09999975,187.500001,5,9.37500005,F,F,F,F,0,0,0,0
N337390,yes,Female,25,CAT 100,1,WC95,712.2,15,106.83,66.6,5,3.33,F,F,F,F,0,0,0,0
N107850,yes,Female,46,CAT 100,1,S80,460.2,15,69.03,427.5,5,21.375,F,T,F,T,0,22,0,41
N107660,yes,Male,52,CAT 100,0,S80,682.2,15,102.33,202.5,5,10.125,F,T,F,F,0,18,0,0
N287760,yes,Female,22,CAT 100,1,WC95,351,15,52.65,219.899999,5,10.99499995,F,F,T,F,0,0,31,0
N140940,yes,Female,34,CAT 200,2,ASAD170,1379.400001,10,137.9400001,125.7,5,6.285,T,T,T,T,6,19,26,39
N337480,yes,Female,29,CAT 100,4,WC95,493.800001,15,74.07000015,292.5,5,14.625,T,T,T,F,8,22,30,0
N136650,yes,Male,42,CAT 200,0,ASAD170,1428,10,142.8,420.299999,5,21.01499995,T,F,F,F,11,0,0,0
N203770,yes,Male,14,CAT 200,0,ASAD90,777,10,77.7,594,5,29.7,T,T,T,T,9,15,31,37
N179700,yes,Male,12,CAT 200,0,ASAD90,1406.400001,10,140.6400001,76.500001,5,3.82500005,T,T,T,T,12,23,26,39
N381820,yes,Male,27,Play 100,3,ASAD90,247.8,25,61.95,270.6,5,13.53,T,T,F,F,9,17,0,0
N191360,yes,Female,23,CAT 200,1,ASAD90,793.8,10,79.38,231.9,5,11.595,T,T,T,T,11,18,29,39
N120430,yes,Female,27,CAT 200,0,S50,1169.4,10,116.94,273.300001,5,13.66500005,F,F,F,F,0,0,0,0
N185200,yes,Male,25,CAT 200,8,ASAD90,1643.4,10,164.34,0,5,0,F,T,T,T,0,26,33,41
N135870,yes,Female,26,CAT 200,2,S50,730.2,10,73.02,242.7,5,12.135,T,T,T,F,14,19,28,0
N147860,yes,Male,27,CAT 200,1,ASAD170,933,10,93.3,461.7,5,23.085,T,T,T,T,6,19,28,39
N182820,yes,Female,13,CAT 200,1,ASAD90,1016.4,10,101.64,273.9,5,13.695,F,F,F,F,0,0,0,0
N218080,yes,Male,25,Play 100,0,BS110,186.6,25,46.65,237,5,11.85,F,F,F,F,0,0,0,0
N113590,yes,Female,36,CAT 200,0,ASAD170,695.4,10,69.54,673.2,5,33.66,F,F,F,F,0,0,0,0
N269830,yes,Male,53,Play 100,0,BS210,78.6,25,19.65,645.9,5,32.295,F,F,F,F,0,0,0,0
N413890,yes,Male,31,Play 100,13,S50,290.4,25,72.6,347.700001,5,17.38500005,T,T,T,T,8,18,30,33
N195470,yes,Female,19,CAT 200,7,ASAD90,1576.2,10,157.62,101.1,5,5.055,T,T,T,T,11,21,32,43
N292960,yes,Male,23,CAT 100,2,S50,493.8,15,74.07,390,5,19.5,F,F,F,F,0,0,0,0
N163610,yes,Male,27,Play 300,1,S80,405,25,101.25,487.800001,2,9.75600002,T,T,T,T,7,22,33,43
N150470,yes,Male,54,CAT 200,9,S80,676.199999,10,67.6199999,533.7,5,26.685,T,T,T,T,10,16,32,38
N289050,yes,Female,31,CAT 100,1,BS110,339.6,15,50.94,297.3,5,14.865,T,T,F,T,12,21,0,42
N414650,yes,Male,28,Play 100,12,SOP20,64.2,25,16.05,513.3,5,25.665,T,F,F,T,12,0,0,40
N196000,yes,Male,17,CAT 200,2,ASAD90,2038.800001,10,203.8800001,312.300001,5,15.61500005,F,F,F,F,0,0,0,0
N233190,yes,Female,35,CAT 100,1,S50,388.2,15,58.23,175.8,5,8.79,F,T,F,F,0,19,0,0
N155520,yes,Male,27,CAT 200,1,S80,901.2,10,90.12,406.5,5,20.325,T,T,T,T,8,21,27,41
N225140,yes,Female,45,Play 100,2,BS110,64.2,25,16.05,151.5,5,7.575,T,F,F,F,11,0,0,0
N381020,yes,Male,23,Play 100,6,CAS60,82.800001,25,20.70000025,594.6,5,29.73,F,F,F,F,0,0,0,0
N267290,yes,Male,28,Play 100,1,BS210,105.600001,25,26.40000025,453,5,22.65,T,T,T,T,9,16,31,39
N386180,yes,Male,13,Play 100,2,ASAD90,197.4,25,49.35,271.8,5,13.59,F,F,F,T,0,0,0,36
N234200,yes,Female,16,CAT 100,1,S50,555.6,15,83.34,0,5,0,F,F,F,T,0,0,0,45
N330350,yes,Female,41,CAT 50,0,WC95,268.8,15,40.32,174.3,5,8.715,T,F,F,T,14,0,0,41
N178990,yes,Male,18,CAT 200,2,ASAD170,1164,10,116.4,50.1,5,2.505,T,F,T,T,12,0,30,40
N114000,yes,Male,41,CAT 200,2,S50,1294.799999,10,129.4799999,194.7,5,9.735,T,T,T,F,6,20,33,0
N183360,yes,Female,22,CAT 200,1,ASAD90,1780.8,10,178.08,505.8,5,25.29,F,T,F,F,0,18,0,0
N386040,yes,Male,15,Play 100,1,S80,37.2,25,9.3,483,5,24.15,T,T,F,T,10,18,0,38
N120350,yes,Female,41,CAT 200,1,ASAD90,892.8,10,89.28,247.500001,5,12.37500005,T,F,T,T,11,0,29,41
N107380,yes,Male,68,CAT 100,1,ASAD170,672.6,15,100.89,224.7,5,11.235,T,T,T,F,10,19,31,0
N363050,yes,Male,64,CAT 200,2,S50,1476.6,10,147.66,328.8,5,16.44,F,F,F,F,0,0,0,0
N202040,yes,Female,21,CAT 200,1,ASAD90,1344.599999,10,134.4599999,139.200001,5,6.96000005,T,T,F,T,8,14,0,43
N138290,yes,Male,39,CAT 200,2,ASAD90,1343.400001,10,134.3400001,417,5,20.85,T,T,T,T,7,21,27,38
N147570,yes,Female,39,CAT 200,2,ASAD90,1126.800001,10,112.6800001,58.199999,5,2.90999995,T,T,T,F,12,18,25,0
N341240,yes,Female,12,CAT 100,1,WC95,435.6,15,65.34,279.6,5,13.98,F,F,F,F,0,0,0,0
N300280,yes,Male,14,CAT 100,0,CAS30,462.6,15,69.39,249,5,12.45,F,F,F,T,0,0,0,43
N378390,yes,Female,36,Play 100,5,CAS60,118.799999,25,29.69999975,483,5,24.15,F,F,F,F,0,0,0,0
N263560,yes,Female,14,Play 100,0,S80,237.599999,25,59.39999975,173.400001,5,8.67000005,F,F,F,F,0,0,0,0
N411950,yes,Male,17,Play 100,12,SOP10,326.4,25,81.6,320.700001,5,16.03500005,T,F,T,T,4,0,28,38
N273920,yes,Male,43,Play 300,1,S80,198.599999,25,49.64999975,565.500001,2,11.31000002,F,F,F,F,0,0,0,0
N226150,yes,Male,32,Play 100,2,S50,82.799999,25,20.69999975,173.700001,5,8.68500005,F,F,F,F,0,0,0,0
N320830,yes,Male,16,CAT 200,2,CAS30,1006.799999,10,100.6799999,62.400001,5,3.12000005,F,F,F,F,0,0,0,0
N254530,yes,Male,39,CAT 100,1,S80,739.8,15,110.97,192.9,5,9.645,F,F,F,F,0,0,0,0
N254420,yes,Male,31,CAT 100,4,S80,743.4,15,111.51,220.2,5,11.01,F,F,F,F,0,0,0,0
N279920,yes,Male,19,Play 300,0,S80,339.600001,25,84.90000025,353.7,2,7.074,T,T,T,T,9,22,29,43
N385300,yes,Female,56,Play 100,2,WC95,84,25,21,466.2,5,23.31,F,F,T,F,0,0,27,0
N415480,yes,Male,38,Play 300,13,SOP20,456,25,114,442.5,2,8.85,F,T,T,T,0,23,26,37
N258380,yes,Female,12,CAT 100,2,S80,754.2,15,113.13,156.300001,5,7.81500005,F,F,T,F,0,0,31,0
N142150,yes,Male,33,CAT 200,4,ASAD170,1270.8,10,127.08,62.1,5,3.105,T,T,F,T,12,21,0,38
N238580,yes,Male,29,CAT 50,10,S50,217.199999,15,32.57999985,54.3,5,2.715,T,F,F,T,11,0,0,44
N215550,yes,Male,51,Play 100,2,BS110,111,25,27.75,166.200001,5,8.31000005,F,F,F,F,0,0,0,0
N351740,yes,Female,52,CAT 100,0,WC95,659.399999,15,98.90999985,67.8,5,3.39,F,F,F,F,0,0,0,0
N250130,yes,Male,27,CAT 100,0,BS110,690,15,103.5,20.400001,5,1.02000005,F,F,F,F,0,0,0,0
N237750,yes,Female,25,CAT 200,2,BS110,745.2,10,74.52,408.299999,5,20.41499995,F,F,F,F,0,0,0,0
N339450,yes,Female,21,CAT 100,1,WC95,489,15,73.35,34.199999,5,1.70999995,F,F,F,F,0,0,0,0
N344640,yes,Female,35,CAT 100,1,WC95,313.8,15,47.07,201.900001,5,10.09500005,T,F,F,F,9,0,0,0
N310710,yes,Female,17,CAT 200,9,CAS30,795.6,10,79.56,243.300001,5,12.16500005,F,T,F,F,0,18,0,0
N163510,yes,Male,36,Play 300,1,S50,571.800001,25,142.9500003,540.9,2,10.818,F,F,F,F,0,0,0,0
N322310,yes,Male,44,CAT 200,1,S50,1048.8,10,104.88,288.9,5,14.445,F,F,F,F,0,0,0,0
N179520,yes,Female,20,CAT 200,1,ASAD90,990,10,99,87.3,5,4.365,F,T,F,T,0,19,0,37
N376110,yes,Female,17,CAT 50,7,CAS30,292.799999,15,43.91999985,124.799999,5,6.23999995,F,F,F,F,0,0,0,0
N300940,yes,Female,35,CAT 100,0,CAS30,454.200001,15,68.13000015,356.400001,5,17.82000005,T,T,F,T,8,23,0,38
N257200,yes,Male,62,CAT 100,1,BS210,852.6,15,127.89,77.099999,5,3.85499995,F,F,F,F,0,0,0,0
N354530,yes,Male,29,CAT 200,3,BS110,970.2,10,97.02,239.100001,5,11.95500005,F,F,F,F,0,0,0,0
N342050,yes,Female,12,CAT 100,1,WC95,610.8,15,91.62,66,5,3.3,T,T,T,T,9,21,27,42
N276010,yes,Female,34,Play 300,2,BS210,351,25,87.75,403.2,2,8.064,F,F,T,F,0,0,32,0
N369130,yes,Male,17,CAT 200,0,BS110,788.400001,10,78.8400001,397.200001,5,19.86000005,F,F,F,T,0,0,0,38
N282170,yes,Male,22,CAT 100,2,BS110,345,15,51.75,155.4,5,7.77,F,F,F,F,0,0,0,0
N417590,yes,Male,24,Play 300,13,SOP20,628.199999,25,157.0499998,792.9,2,15.858,F,F,F,F,0,0,0,0
N212160,yes,Female,22,CAT 50,2,CAS30,80.399999,15,12.05999985,19.5,5,0.975,F,F,F,F,0,0,0,0
N372000,yes,Male,46,CAT 200,9,BS110,1378.2,10,137.82,649.8,5,32.49,F,F,F,F,0,0,0,0
N263900,yes,Male,46,Play 100,2,BS210,128.400001,25,32.10000025,258.6,5,12.93,F,T,T,T,0,20,35,38
N145870,yes,Female,30,CAT 200,0,ASAD170,926.4,10,92.64,40.199999,5,2.00999995,T,F,T,T,11,0,29,42
N314150,yes,Female,22,CAT 200,0,CAS30,927.6,10,92.76,237.900001,5,11.89500005,F,T,T,T,0,21,31,41
N243880,yes,Female,29,Play 100,0,BS110,37.251149,25,9.31278725,37.580803,5,1.87904015,F,F,F,F,0,0,0,0
N309930,yes,Female,34,CAT 200,0,BS110,843.600001,10,84.3600001,280.2,5,14.01,T,T,T,T,5,22,25,35
N148520,yes,Female,33,CAT 200,1,S80,920.4,10,92.04,110.4,5,5.52,T,T,F,T,11,21,0,37
N349950,yes,Female,17,CAT 100,0,WC95,610.799999,15,91.61999985,161.100001,5,8.05500005,T,T,T,F,8,20,25,0
N100410,yes,Male,45,CAT 50,7,SOP20,86.4,15,12.96,47.700001,5,2.38500005,F,F,F,F,0,0,0,0
N206520,yes,Female,22,Play 300,0,ASAD90,669,25,167.25,589.199999,2,11.78399998,F,T,T,F,0,17,30,0
N131970,yes,Male,38,CAT 200,0,ASAD170,1068.6,10,106.86,377.700001,5,18.88500005,T,T,T,T,5,22,30,39
N192390,yes,Female,15,CAT 200,2,ASAD90,1228.800001,10,122.8800001,816,5,40.8,T,T,T,T,9,20,27,40
N350600,yes,Male,52,CAT 100,2,CAS30,326.400001,15,48.96000015,240,5,12,F,F,F,F,0,0,0,0
N101150,yes,Male,30,Play 100,8,SOP20,29.30906,25,7.327265,60.030606,5,3.0015303,F,T,T,T,0,21,33,38
N122020,yes,Male,31,CAT 200,0,ASAD170,1434,10,143.4,156,5,7.8,F,T,T,T,0,20,30,37
N409050,yes,Female,48,CAT 200,13,S50,723,10,72.3,322.199999,5,16.10999995,F,T,T,T,0,22,32,38
N313400,yes,Male,16,CAT 200,1,CAS30,1036.199999,10,103.6199999,57.599999,5,2.87999995,T,F,T,T,10,0,26,39
N367880,yes,Female,37,CAT 200,11,WC95,736.2,10,73.62,268.8,5,13.44,F,F,F,T,0,0,0,36
N278130,yes,Male,25,Play 300,0,BS210,329.4,25,82.35,422.4,2,8.448,F,F,F,F,0,0,0,0
N104370,yes,Male,66,CAT 100,0,S80,437.399999,15,65.60999985,122.399999,5,6.11999995,T,T,F,T,11,18,0,40
N329930,yes,Female,26,CAT 50,1,CAS30,342.6,15,51.39,19.800001,5,0.99000005,F,F,F,F,0,0,0,0
N331200,yes,Male,71,CAT 50,0,CAS30,291,15,43.65,57,5,2.85,F,T,T,T,0,20,31,38
N236730,yes,Male,21,CAT 200,2,S50,1073.4,10,107.34,289.199999,5,14.45999995,F,F,F,F,0,0,0,0
N197890,yes,Male,20,CAT 200,0,ASAD90,986.4,10,98.64,473.699999,5,23.68499995,F,F,F,F,0,0,0,0
N338730,yes,Female,23,CAT 100,1,BS110,364.199999,15,54.62999985,191.1,5,9.555,F,F,F,F,0,0,0,0
N413440,yes,Female,32,Play 100,12,S50,324.599999,25,81.14999975,336.3,5,16.815,F,F,F,F,0,0,0,0
N161540,yes,Male,31,Play 300,9,S80,597.6,25,149.4,600,2,12,T,F,T,T,8,0,30,42
N118450,yes,Male,47,CAT 200,2,ASAD90,1233,10,123.3,711,5,35.55,F,F,T,T,0,0,27,41
N184870,yes,Male,25,CAT 200,7,S50,846.6,10,84.66,265.2,5,13.26,F,F,F,F,0,0,0,0
N118150,yes,Male,41,CAT 200,0,ASAD170,1260,10,126,111.9,5,5.595,T,F,T,T,11,0,30,39
N204180,yes,Male,15,Play 100,0,ASAD90,109.799999,25,27.44999975,604.500001,5,30.22500005,F,T,T,T,0,19,33,39
N296100,yes,Male,39,CAT 100,1,CAS30,493.2,15,73.98,175.8,5,8.79,F,F,F,F,0,0,0,0
N266750,yes,Male,13,Play 100,10,S80,113.399999,25,28.34999975,426.600001,5,21.33000005,F,F,F,F,0,0,0,0
N379590,yes,Male,15,Play 100,0,CAS60,106.8,25,26.7,436.8,5,21.84,F,F,F,F,0,0,0,0
